user,Text
breastlessAfrik,"@princepercival @mbalipfeiffer Yup.

I AM NOT
Kwanele Asante the super hero. 

I AM the mother, lawyer, bioethicist… https://t.co/qYh4tfeNcX"
SheenMalcolm,@docweezy8 You don’t find it odd that they’re bribing you to take a vaccine when if there was a deadly virus everyo… https://t.co/G4UtT37ejx
Ccaleighc,RT @proustmalone: Zero people die when a protestor shatters a Starbucks window. Tens of thousands die each year because the market denies t…
EPDGamers,@lhayd How does Moscow Mitch sleep at night when so many people are losing everything. I have to choose from my hea… https://t.co/6ovIKHUTDC
icarusfllsxhalo,"@amidalavol6 and i don’t mean this in a rude way. focus on ur mental health. once again, i’m sorry for every thing i said."
chromat27331264,"RT @BigBrotherWatch: Whilst 'immunity' ID looks less likely, vaccination ID is not.

We know the WHO is developing a digital Covid vaccine…"
UofTPsych,"Studies have linked #COVID19 to mental health disorders, as some patients report anxiety and depression. Faculty me… https://t.co/NGzHyBQC5o"
Tootsy1972,RT @morethanmySLE: It saddens me that health care is not covered in the media enough. Most people don't know that ACA is in jeopardy or bar…
Bea_SosaPrado,RT @CalHealthline: #NewOnCHL: @MariaEDurazo and @drarambulaAD31 are joining forces to pressure @GavinNewsom to make California the first st…
nateroth,"Mental health tests, understanding of facts and science, passing grade in American government as established by the… https://t.co/iqS9Warsqb"
wanseele_raul,"RT @DrTedros: Deeply saddened about the passing of my dear friend, Tabare Vazquez, former President of #Uruguay, and an outstanding leader…"
mgoat73,RT @NIHRSSCR: Our 1pm webinar tomorrow focuses on #mentalhealth with talks from @mgoat73 on the @Connecting_ppl study and by @SchrebersSist…
MissGina253,RT @NYCSchools: NYC families! Any student in grade 1 or higher returning to school buildings must submit a consent form for COVID-19 testin…
MomaliNOLA,@SRuhle @MNBC Wishing all good health to you and your family. I just would be appreciated where and how your husban… https://t.co/ZC0uKaxcI6
owabowa,RT @KamilKaramali: #BREAKING: Prime Minister Trudeau says Canada will receive its first shipment of the Pfizer-BioNTech vaccine as early as…
lloydgprice,Welldoc adds behavioral health tools to its chronic condition management platform  https://t.co/5dB7xVxUs6
outlawpstreams,"Gonna take a break and reevaluate how I want to do things! I still want to stream because I really love it, I just… https://t.co/IFT7ixF9wT"
buddyabc123,@SenSanders Sounds good but the federal government would also have to pay for medical school for all doctors and nu… https://t.co/VAyDHGN2sE
Cosmoproletan,the “state-run industries are worse” argument— literally none of the usual braindead defenses of private property w… https://t.co/fAkwZWA0mk
Cosmoproletan,"it’s really one of the most baldly, openly parasitic “industries” in capitalist society. Like there’s absolutely no… https://t.co/0AXNaGGucN"
alisonhum,"“This remarkable week will either put us on a path to getting out of this in six months, or if people lose trust in… https://t.co/UXTWtB6Olp"
pharohreturn,RT @Reuters: U.S. records highest weekly COVID-19 deaths since April https://t.co/J9INoWEIrs https://t.co/7IooWocrer
Bodyfatcoach,"RT @Bodyfatcoach: Ontario is reporting 1,925 cases of #COVID19 Locally, there are 601 new cases in Toronto Who is Exercising from Home Gym…"
Cosmoproletan,"And I’m one of the lucky people without chronic health conditions, thank god. I love that they send me sweet little… https://t.co/FbQUkbSqG7"
jsinvr,RT @KamilKaramali: #BREAKING: Prime Minister Trudeau says Canada will receive its first shipment of the Pfizer-BioNTech vaccine as early as…
Cosmoproletan,"We all love the CHOICE and FREEDOM of the private health insurance market! For example, dear Aetna had the CHOICE a… https://t.co/6LiCCd9yLX"
Omi_082,RT @DenverChannel: The short answer: No. https://t.co/Te6flJBd1I
FarmwrkrJustice,President-elect @JoeBiden has nominated @AGBecerra as the next @HHSGov Secretary. HHS must improve and expand healt… https://t.co/kGJp5SB9Gh
Perlakrst,RT @ArianaGrande: @beysweetener @grandekordei bc it destroyed my mental health and was horrible for me. i don’t remember anything ab those…
pinky_or_brain,"RT @RoKhanna: People who have lost health care during the pandemic:

🇦🇺: 0
🇧🇪: 0
🇨🇦: 0
🇩🇰: 0
🇫🇮: 0
🇬🇷: 0
🇫🇷: 0
🇩🇪: 0
🇮🇹: 0
🇯🇵: 0
🇳🇴: 0
🇰🇷:…"
MiguelAyala312,RT @janschakowsky: Congratulations to my friend @XavierBecerra on his nomination to head our nation’s health care system. The American peop…
megancox,"RT @PattyHajdu: Today, we announced that Canada will receive up to 249,000 doses of the Pfizer-BioNTech vaccine in December 2020, contingen…"
Paulasxtn,RT @MassGeneralNews: Thrilled and proud that our own Dr. @RWalensky has been nominated by President-elect @JoeBiden to serve as the next Di…
cokiea,RT @ashtonpittman: The suffering America's collective selfishness is putting health care workers through is just despicable. https://t.co/m…
pogliadua,https://t.co/PYES3sgYKh
HalliHax,RT @TheMendozaWoman: I keep wondering how Dr David Kelly’s family feel about Alastair Campbell rebranding as a mental health czar.
LedgeLarry,Health fascism hope that the business collapses. https://t.co/o0P3V6AO4A
ahleenuhhh,I’ve been such an absent friend this year but my mental health has literally been hanging by a thread so how can I be there for others 😅
mvholden,"RT @nj_hill: The only thing novel about 2020 is Americans assuming the fetal position, cowering in fear as unelected public health official…"
DM2202,"@Nudelagoon @nixw20 @LoriRosenberg57 Ignored? They got to work as soon aa they could.

December 31 China reports th… https://t.co/kzxD32QPql"
unionlocal52,"RT @ddiamond: A young XAVIER BECERRA, Biden’s pick to run HHS, lays out his health care principles as a congressman in 1994.

“We must have…"
loveclubber,RT @Imani_Barbarin: Donald trump kicked his nephew with cerebral palsy off of the family health insurance when his brother died because it…
news24x75,"RT @mikecnews: Expert: All Arizona cities should pause sports events because of COVID-19. By @stephanieinnes. 
https://t.co/BIvcm8embi"
doubtofbuddha,@MythicMeebo What about your mental health parents?
sassy63125,"RT @Amy_Siskind: Interesting that Biden picked a lawyer, not a public health official to lead HHS."
LindaOkaythen,"@MattCfc4 @janeD77 @ruillebuille No, I can't watch 600,000 people living in poverty, 3,000 children homeless, oppre… https://t.co/g3db1ousHz"
TacoFlaco_,RT @35mmPapi: Covid hit and first thing MFs said was “when can things get back to normal?”  Scientists and health experts said “do XYZ” and…
MiniMunchkinMe,"When you believe you cannot achieve something in life, you simply will not achieve it. Don’t let your mind limit yo… https://t.co/yq5YGRnIqA"
Boringstein,@Biyombonesaw @MFrederickM @BuzzfeedGDebord @KardueM @jinxeptor @allisongeroi And provide actual resources and care… https://t.co/tU668LbFZr
TheRBCorp,"$SPCE to my surprise I got an early Christmas gift from 
@virgingalactic @chamath

jokes aside focus on the industr… https://t.co/KexlFwbMj4"
yelnats_eel,"RT @FullFact: We’ve seen widespread claims in the media that the government has introduced a “vaccine passport”.

It hasn’t.

The new NHS c…"
Ayjxo_,RT @KotaTheFriend: This mental health shit is a journey. You overcome one hurdle and you’re met with another. But you keep on
Diane86690771,@amyklobuchar Quit spreading lies Amy.  There have been so many people that DIDNT die of Covid but have covid on th… https://t.co/BOFH5VM9em
chejo911,"RT @DrNunezSmith: As we come back from this crisis, we need to bring everybody along. It's been my life's work to combat systemic inequitie…"
JessPected,@DavidBa16265936 @Just_ReneaR I focused on the problem: your stigmatization of a procedure you won't ever need. You… https://t.co/WpB1bBQaPu
Jadax360,12 days left until my mental health will start screaming
EternalNikolas,"RT @XavierBecerra: In Congress, I helped pass the Affordable Care Act. As California's Attorney General, I defended it. As Secretary of Hea…"
Roban28,"RT @MaddowBlog: “One in 40 Coloradans are infected with the novel coronavirus, and public health experts say that does not include anyone w…"
brianwhite519,"RT @ONThealth: Groups receiving the early vaccine doses include: 

- Residents, staff, essential caregivers &amp; other employees of congregate…"
MiguelAyala312,RT @stephanievalenc: It should be lost on no one that two of the most consequential agencies for the both our country and our Latino commun…
poruporu1217,RT @med_premier: #新型コロナ に感染した後、感染者本人や所属する組織などが謝罪する。こんな事例が相次いでいます。これに対し谷口恭医師は「謝罪はもうやめよう」と訴えます。謝罪は「感染は悪いこと」という印象をもたらし、感染者差別を助長しかねないからです。#毎日新聞…
Ds0589,"RT @nj_hill: The only thing novel about 2020 is Americans assuming the fetal position, cowering in fear as unelected public health official…"
xiscsto,RT @35mmPapi: Covid hit and first thing MFs said was “when can things get back to normal?”  Scientists and health experts said “do XYZ” and…
MrbeansNsfw,"@OrangeLlama5 Hello There
My Name is Beans
And now is time
To eat my greens

They help my health
My throat is sore… https://t.co/OxtAuKVugo"
clporter82,"@djmateo2 @Mandee_Kay @bigjsr @charliekirk11 5) why is it anything goes with masks, as in, you can't whatever face… https://t.co/3W1F4Z39KC"
femtechinsider,RT @KerryAmato: Interested in what consumers really thought of their experience with telehealth during the pandemic?  The latest Accelerate…
Terra_Novaa,RT @lisauryx: @waydamin Whewww it’s not even about the cheating no more mamas it’s about ya health 🤦🏽‍♀️🤦🏽‍♀️
Ch1S4,RT @Walrus_9000: Nintendo when someone uses one of their products to support mental health awareness https://t.co/amAyCa0lxX
LizAGMoran,"I remember back in 2016 when @NYGovCuomo announced NYS would begin this testing if EPA didn't act, and @NYSDEC… https://t.co/CrwsNZnmoZ"
Ixplorerng,Bharat Biotech seeks emergency use of Covid-19 vaccine Covaxin – ThePrint #BioTech via https://t.co/bbh5ByDzoa https://t.co/beDoWdJsA4
XWescott,"RT @XavierBecerra: In Congress, I helped pass the Affordable Care Act. As California's Attorney General, I defended it. As Secretary of Hea…"
gold4younow24k,"RT @gold4younow24k: Give the gift of Health 
#takechargeyourhealth.usana.com https://t.co/xLcaTR2vAm"
DoorbellQn,"RT @flakealso: all of these statistics are driven by two things:
&gt; poverty wages in the hospitality sector that date back to the institutio…"
SugarStone2,"RT @jonathanoosting: Coronavirus Tracker: Michigan hits 400,000 cases, approaches 10,000 deaths since March https://t.co/WRkXUqt83Q via @Br…"
TVHead666,"RT @consequence: At least 73% of independent musicians struggle with mental illness, according to a new study: https://t.co/1He0nFeaDl http…"
lovebuddy64,"RT @eugenegu: America has the highest paid doctors, most expensive hospitals, and the worst health outcomes."
BlueBorderColl1,@BeckyBNeustadt @maggieNYT I thought Republicans want old people to take one for the N.Y. Stock exchange?? Rudy is… https://t.co/mrJjaoIeTh
miradorkingout,@tomsteaxo The problem is that season 1 I think focused a little too much on the visuals and aesthetic instead of t… https://t.co/qGfd9HzjeV
tmj_ny_erdoc,"We're hiring in #Albany, NY! Click the link in our bio to apply to this job and more: Urology Opportunity at Trinit… https://t.co/sA5gDsRABL"
MarthaEarley,For my health and social care colleagues... https://t.co/Df9ATQZiPH
Bricoleuric,RT @DavidMoralesRI: Meanwhile an elementary school in the South Side of Providence currently has ten (10) staff members out on quarantine.…
ericzaneshow,Health update #2 from Monday 12/7/2020 https://t.co/kCl4xc3pyc via @Audioboom
eMVeeH,https://t.co/XiEnU818on https://t.co/UZU83RJHfo
textfoolish,"RT @yinonw: According to National Health Foundation data, Los Angeles county ICU occupancy baseline rate is 90%, rising to 98% in flu seaso…"
LiReHirsch,"RT @SenWhitehouse: Long article but agreed we have to hustle, flood the zone and outwork them, beginning with deck-clearing Mother Of All E…"
eldredgemama2,"RT @GeoRebekah: The keepers of the national k12 #COVID19 case data have spoken.

If you want to know what the data says, here's the article…"
idkimamanda,People are like “covid lockdowns are increasing mental health issues” and then vote in direct opposition to policie… https://t.co/tIx3rMOI7h
TheFalseWoke,@NYGovCuomo Destroy small business and increase mental health issues. Perfect plan for a virus with a 99.97 percent survival rate
Carlitos_J17,RT @JdMartin314: black men we do more harm to ourselves than anything. We let society dictate our fate &amp; we shouldn’t. We are so worried ab…
HumanRe41270855,RT @DFWBGH: #Employers need to get 'back on the path to good #health' now https://t.co/YryXyqa9Pn via .@hrexecmag #HR @IBIweb #PreventiveCa…
Guinevere55,"Wales is the only part of the UK where Covid cases are not falling

https://t.co/CcP8fvBB0r

Sent via @updayUK"
allexaahh,"RT @genmnz: my mental health was so fucked up this year, i pray its better for me next year &lt;3"
BurfordBen,RT @DrGaryFuller: Identifying the most toxic components of  #AirPollution could lead to more focused polices to reduce health impacts. My l…
CookieWarrior5,"RT @AmyMincey7: Tomorrow December 7 is the last day to register to vote Georgia!

 COVID relief, health care, jobs,the John Lewis Voting Ri…"
evil_gop,"RT @ossoff: This is about Health, Jobs, and Justice. 

Register to vote now. https://t.co/yhS6ierE7Q"
Contact_AF,"RT @DefenceHQ: All armed forces will receive mandatory mental health training from next year, Defence Minister @JohnnyMercerUK announced to…"
sayitfrenchy,Good! These hundred or so dipshits could be the reason that almost a million of us have heavy restrictions in our l… https://t.co/V5tjsseUSn
gjandrews,"RT @SpillaneCa: In a state with millions unemployed, hundreds of thousands of businesses failed or on verge of failure, millions of kids no…"
valor_club,"RT @mikememoli: NEW: @JoeBiden makes his health team official.

-Xavier Becerra, HHS Sec
-Dr. Vivek Murthy, Surgeon General
-Dr. Rochelle W…"
denise_bervig,"RT @_OneCountry_: “The more rural the county, the lower flu vaccination rates tend to be.” Experts are looking at historically low rates of…"
goodieinks,"RT @is_salsu: Do not give up on 2020, there’s still opportunities available for you

- You will find Love
- You will get the Job
- Your hea…"
BerLynnLove,All I want in 2021 is to be healthy because my health has impacted everything this year.
catzmusic,RT @TheYoungTurks: Coming up on #tytlive: @XavierBecerra nominated by @JoeBiden to lead Department of Health and Human Services https://t.c…
Zachary92399812,RT @NNPrezNez: 77 Navajo Nation communities identified as having uncontrolled spread of COVID-19 by Navajo Department of Health https://t.c…
Debra66884238,"RT @eugenegu: America has the highest paid doctors, most expensive hospitals, and the worst health outcomes."
SalterWobchak,They keep buying the con.  Over and over again.  I bet his new health care plan will also be revealed in a couple o… https://t.co/Y3HsaKf7cz
jewjewmooney,RT @StephIsStunning: Good pussy Is more than just your 🐱 it’s your overall health
TomBales1,"RT @RoKhanna: People who have lost health care during the pandemic:

🇦🇺: 0
🇧🇪: 0
🇨🇦: 0
🇩🇰: 0
🇫🇮: 0
🇬🇷: 0
🇫🇷: 0
🇩🇪: 0
🇮🇹: 0
🇯🇵: 0
🇳🇴: 0
🇰🇷:…"
_ashtheplug_,Life is to sweet to let one self-preventable problem kill me. Health is wealth.
annick_c_,"RT @dragonduclos: Conformément au Code de Nuremberg, toutes les décisions médicales -dont les vaccins- doivent toujours être prises avec un…"
CSMKB,@AnthonySabatini You’d think you’d take the threat of a global pandemic more seriously as a state representative. I… https://t.co/ZjNoM6HTGv
sadashi_1512,"@13_fargo your health is most important, take care, love you"
octavio_ferraz,"Pandemic inequality. 

This study is very disturbing.

Public health grant cuts 'worst in poorest areas' https://t.co/g2o1tWQrkU"
WCGWGirl,"RT @tim_cook: As we work together to fight the rise in cases in California, exposure notifications will help slow the spread of COVID-19 an…"
LynLakeChiros,Nature May Improve Mental Health During COVID https://t.co/RqZw0YtNOJ https://t.co/5GjZtKBsFO
FlexibleDreams,RT @DanPriceSeattle: I'm not yet sold that a country set up to give all its resources to 1% of its population and ensure people go bankrupt…
tomasrabago1,RT @LongBeachCity: #COVID19LongBeach UPDATE: Our @LBHealthDept will issue an updated Health Order tonight that prohibits or limits most non…
Democracy_Spot,"RT @ossoff: This is about Health, Jobs, and Justice. 

Register to vote now. https://t.co/yhS6ierE7Q"
FarSouthProject,RT @Roj_Ame: Our mate Bridget is still missing. The community in Melbourne are searching for her today. If you have any information call 00…
Katherenfog,RT @SFUGSWS: We're all learning a lot about how to work from home. Check out these tips that the Health Peers have collected ⏬ https://t.co…
Anahmana11,More TeleVirus less Health https://t.co/uIGYAbW8Q8
clmerle,RT @Cleavon_MD: 🧵This thread is about the lack of emotional and financial support for frontline healthcare workers and how to help us by pa…
DDGaddis,"RT @DDGaddis: A vaccine for thee but not for me!

Nursing Homes

1. 66% of LA health-care workers who responded said they would delay takin…"
CookieWarrior5,"RT @NicoleLash2: @ReverendWarnock has been an advocate for women’s health and reproductive justice his entire life.

He believes in safe, a…"
wrldofdee,RT @35mmPapi: Covid hit and first thing MFs said was “when can things get back to normal?”  Scientists and health experts said “do XYZ” and…
ParikPatelCFA,"When I saw 20-year low the first thing I thought was ""buy the dip"".

On a serious note, lockdowns are tough. Make s… https://t.co/F5UqYsdHd9"
cocoathebaddest,RT @zackary_jf: Started living alone and my mental health has been the best it’s been in over 2 years
SilverTeeGolf,"We are set up with your health and safety in mind!
Please call to reserve your fun this week: 519-966-4911 https://t.co/H67OdiP2us"
gdotlee,I need to go to the zoo for my mental health
medpagetoday,"The NIH recently held a workshop to address the ongoing symptoms and clinical issues facing COVID ""long-haulers."" B… https://t.co/e4cKUK8vem"
realJSwitch,Not really afraid to say it but some homies on here have real self esteem and mental health issues but the thing ev… https://t.co/7Ry7W10Lcn
aloha_aya,"RT @ABC: Two children in Seattle pose with Santa, who is set up for public visits from inside a show globe to help enforce social distancin…"
MsBhve,"RT @ComptonMadeMe: The last thing we need to do is, go back to normal

Normal = wage suppression, war, corruption, bribery, neglecting the…"
Donna780780,RT @SenBlumenthal: Stephen Schwartz is the latest in a long line of extreme judicial nominees who want to undo protections for reproductive…
SCHudnut,"RT @SenWhitehouse: Agreed. @RWalensky is a tremendous pick to lead @CDCgov. 

There’s a theme to Biden’s health team: experience, diligence…"
RichRaho,RT @TheCHAUSA: CHA is encouraged that President-elect Biden is appointing a diverse team of highly qualified and dedicated professionals to…
marzhang_phila,"RT @hannnahmmarie: An important thread. When I started an SSRI, I couldn't drink alcohol for a few months. Questions about why, why, why I…"
_CoachSteph,"RT @drum_cycle: A2 We have free adult cycling skills session twice a week to allow for those dealing with health issues, less able or older…"
HunterdonTalk,"Hunterdon County Health Team Preparing
To Administer COVID-19 Vaccines When Available

https://t.co/uY4W5lpPVO… https://t.co/KSPyY1abID"
NishilaMehta,RT @AmolAVerma: The GEMINI team @UnityHealthTO and @VectorInst are hiring a Data Engineer and Data Scientist. Please come join our team and…
soniacares1,"RT @yinonw: According to National Health Foundation data, Los Angeles county ICU occupancy baseline rate is 90%, rising to 98% in flu seaso…"
tmj_MS_pharm,"CVS Health is hiring in Grenada, MS! Click the link in our bio to apply: Pharmacy Technician #cvspharmtech #pharmtech"
tmj_PIT_gensci,"Want to work in #Greensburg, PA? View our latest opening: https://t.co/OM5lnJ7DA5 #GeneralScience"
BreesCordCap,"RT @SophieSkeltonUK: Repost from #SophieSkelton 
🎄~I’m teaming up with Cameo to spread some Christmas cheer, and raise money for Mental Hea…"
stfustela,"@NoahHugbox I’m genuinely concerned for your health, Noah. I can’t tell if you’re trolling or not but I really hope you’re okay lol"
JackHam38216180,@IranLionness @kayleighmcenany @realDonaldTrump @MELANIATRUMP https://t.co/OuBEZKkSk1
paul_patton,@tegler_dwight @amigone @AdamMacVicar @Crackmacs @GlobalCalgary Maybe our provincial government should have led the… https://t.co/0GJMw7w6rM
IamGo0ke,RT @the_odunola: Allowing male partners to participate in communication training and problem-solving workshops can have positive effects on…
alanbaglia,It’s as if there’s more than one major public health issue in @BilldeBlasio’s NYC https://t.co/LsxAbk0IsC
Pollux2789,@JennDeGruchy @YGeliske @w_terrence Then tell me why my ex girlfriend aborted our baby when she was 4 months along.… https://t.co/CUqKUXMkUs
ChrysNotChris,"RT @ProsAlliance: Today @GeorgeGascon announced:
End of death penalty
End of sentence enhancements
End of trying children as adults
End of…"
micro_lorraine,Science Elf peleando en contra de Sarampión ¡Dedicado a todos los heroes que ayudan combatiendo enfermedades! Graci… https://t.co/GAibLpr21v
MillieVaughanOH,"RT @PPAOhio: The Ohio Statehouse is essentially a COVID-19 super-spreader. Despite it being unsafe, GOP lawmakers have refused the option o…"
OntarioHealthOH,"In support of the Digital First for Health strategy, we are establishing a provincial standard for virtual care sol… https://t.co/IaHPMGh8lz"
swoops36,"RT @XavierBecerra: In Congress, I helped pass the Affordable Care Act. As California's Attorney General, I defended it. As Secretary of Hea…"
oforamuseoffire,RT @ToulasTake: Spoiler alert: I gave props to @Aaron_Derfel and every other #Quebec health reporter working tirelessly to keep the public…
BradleyStroud7,RT @OnCall4ON: 1/Ontario Health Minister @celliottability: “If people choose not to get the vaccine they may not be able to do certain thin…
DarkinRosie,"RT @Transgendertrd: ""Repeatedly, the judges asked for crucial data on its patient group. Repeatedly, the clinic failed to provide it. How m…"
DFWBGH,#Employers need to get 'back on the path to good #health' now https://t.co/YryXyqa9Pn via .@hrexecmag #HR @IBIweb… https://t.co/JmDx4TMvyy
HeyImNotWaving,"@_hi_Rick @gigi_dreamer Your photo immediately made me feel shinrin-yoku.

https://t.co/Fib8uUTDYu"
APPG_WH,"RT @cystersgroup: We're excited to hear that @Sparkandco_ are holding their first #webinar Spark Talks on the subject of #MentalHealth!

Jo…"
GaryEll32619459,@JanineHuldie @NYGovCuomo Ours closed of there own will. They feel the few cases that have been in the schools aren… https://t.co/1LxffByzlv
Asdfghjennna,RT @35mmPapi: Covid hit and first thing MFs said was “when can things get back to normal?”  Scientists and health experts said “do XYZ” and…
mquirozt,Ancient asteroid dust collected by Japan's Hayabusa2 probe arrives on Earth https://t.co/yX7449VASl
JHUSchoolHealth,#COVID19 has highlighted the importance of partnerships between education and health systems to keep students and s… https://t.co/yLYRfJgjZO
KurtRexCooper,RT @SenBlumenthal: Stephen Schwartz is the latest in a long line of extreme judicial nominees who want to undo protections for reproductive…
ACTIONN_NV,"""we're expecting to see record evictions in the new year, we must do more to address the severe shortage of afforda… https://t.co/R9PumiWa33"
Realxxaddi,"RT @Cjamehk: @DavidNdii @RailaOdinga The same Raila  who is saying its not only doctors who are dying,, and there's no money... Is the one…"
angiehesketh01,"Proud to deliver a #Cumbria and #Lancashire ONE SERVICE approach, enabling our Service Centre colleagues on… https://t.co/lxOYzJF7nf"
docsue_swank,@anna_levata @Amy_Siskind But they'll hide opposition behind his pro-choice advocacy and health services among Latinos.
Sandys2ndHands,RT @KamilKaramali: #BREAKING: Prime Minister Trudeau says Canada will receive its first shipment of the Pfizer-BioNTech vaccine as early as…
DaddiMoeLester,RT @SquilliumDuclos: My health insurance through COBRA costs $1920.66/ month for 2 adults and an infant. This is not a solution.
ZachNewsroom,Coronavirus restrictions extended as MI case total surpasses 400K | https://t.co/BkG3lXFKn0 https://t.co/VSx04aXcmw
bellofL1,"RT @HannahCox7: It's no surprise the lockdowns have had such dire effects for our people's mental health.

On top of the isolation, central…"
Pepbeauty_,"RT @ms___dale: Hello everyone, good evening, my Christmas wish and all I want for Christmas is for this girl to regain her health. 
This ba…"
craigmatsuda,"RT @maziehirono: We’re in the middle of public health, economic, and racial justice crises, and what are @realDonaldTrump and Sen. McConnel…"
wtsepia,"@krauser_krebs ""i deleted all of my social media for the sake of my mental health"""
mvholden,"RT @yinonw: According to National Health Foundation data, Los Angeles county ICU occupancy baseline rate is 90%, rising to 98% in flu seaso…"
mudlanegoldens,RT @jbgreenan: Thanks to every Islander who went out to get tested for COVID &amp; to all the workers at testing sites across #PEI. For all tho…
tamburlaine01,"RT @ComptonMadeMe: The last thing we need to do is, go back to normal

Normal = wage suppression, war, corruption, bribery, neglecting the…"
BeebeHealthcare,RT @TODAYshow: 'We let our guard down': Former Alabama senator dies of COVID-19 at age 78 https://t.co/sZOXmgslWc
researchingro,RT @ubc_health: Improving communication with patients' loved ones during surgery was the focus of @UBCmedicine student Liz Burden's researc…
Zeussce,"RT @SenSanders: People who lost health insurance during the pandemic:

Canada: 0
United Kingdom: 0
Germany: 0
France: 0
Australia: 0
Japan:…"
tarblooders10,RT @DeAngelisCorey: BREAKING: Ohio Christian Education Network just filed a lawsuit in federal court against the Toledo-Lucas County Health…
lolasmaagain,ANYONE WHO DID HEALTH INFORMATION MANAGEMENT IN COLLEGE DM ME STAT I AM BEGGINGGG
tasbnews,"RT @tasbhrs: Although still relatively uncommon, a growing number of Texas school districts have opened health clinics over the last decade…"
bagxxi,"RT @Reuters: Chile announces fresh lockdowns, as president snapped without mask https://t.co/x0RSXF6wgb https://t.co/7AwTDga2wE"
ols_png,@TradesByMatt Do you believe day trading has a long term affect on your health ? Just because the stressful nature of the biz..
shontellena,"what 2020 has taught me, was to not take anything for granted, my life, health, and all my loved ones. Im blessed w… https://t.co/Bf571OqjNr"
Stoochr,RT @35mmPapi: Covid hit and first thing MFs said was “when can things get back to normal?”  Scientists and health experts said “do XYZ” and…
alderson22001,Close the schools worst mayor ever. https://t.co/VzJUHnX1z0
Corpseesimp,"RT @chiorpse: https://t.co/YcFWIJubBU
a link to resources for the mental health of the black community! for nonbipoc, there are also links…"
Missourinet,RT @MODHEWD: RELEASE: Upcoming Virtual Job Fair to focus on filling entry-level positions at health care facilities. We're partnering with…
BelTel,Northern Ireland pubs will have right to refuse customers who haven't had Covid jab #coronavirus #COVID19… https://t.co/e36yTfvwyM
BridgetPond,@Naval_Singh__ Health and Child Development
cathymccluskey1,RT @RodericMaxwell: @doonhamer1963 NHS Scotland was formed under the National Health Service (Scotland) Act 1947. This replaced the Highlan…
joyceporterdunn,"RT @robertgreenwald: Since the pandemic:

UnitedHealth profits: $6,700,000,000
Anthem profits: $2,300,000,000
Humana profits: $1,800,000,00…"
sportscotland,"RT @drum_cycle: A2 We have free adult cycling skills session twice a week to allow for those dealing with health issues, less able or older…"
AtlasPyro,"RT @RoKhanna: People who have lost health care during the pandemic:

🇦🇺: 0
🇧🇪: 0
🇨🇦: 0
🇩🇰: 0
🇫🇮: 0
🇬🇷: 0
🇫🇷: 0
🇩🇪: 0
🇮🇹: 0
🇯🇵: 0
🇳🇴: 0
🇰🇷:…"
seulidogi,"RT @OH_mes2: JYP Entertainment announces all TWICE members have tested negative for Coronavirus

Sana will be self-isolating due to health…"
HoldenCBS17,"They fill prescriptions, test for #COVID19, and soon they’ll be tasked with vaccine delivery under… https://t.co/wwhp0DMg21"
Est3y,"RT @SJosephBurns: Invest in:

Your skills
Your home
Your family
Real Estate
Your health
Your network
Your community
The stock market
Your r…"
ronmarx,@JWSGOP @Timodc So f*cken typical of ignoramuses like @redsteeze to equate not following medical advice in all inst… https://t.co/xFuh5uyVcP
Berididdle,"To those of you that ordered comms from me, im still working on those don't worry! This week has just been not very… https://t.co/OUq4RmXSOz"
klinikandk,"Przy okazji podszlifujecie jez. Angielski - ulotka.  #pfizer  oby nie było, opinie zostawię Wam. Ps. Sam jestem cie… https://t.co/T7YHxqpzwO"
firendenki,"RT @Boringstein: Kind of insane theres so little public health messaging over how to manage covid if you have it. Like not even ""bedrest an…"
Markville_YRDSB,RT @MarkvilleTAC: Hey Mavs! We’re kicking off our first “Mental Health Mondays” today! Are you feeling overwhelmed with your workload? Chec…
Queensaundrago1,We are going 2 the death in high court. That's my money and I never gave consent. See how quickly this turned into… https://t.co/ODQYUN8H3E
Black_MambaKB24,RT @KGETnews: COVID-19 VACCINE: A COVID-19 vaccine could arrive in Kern County as early as Friday if the Food and Drug Administration decid…
daddyrobot,RT @AusPublicHealth: Austin Public Health offers free #COVID19 testing throughout Austin-Travis County. Find testing that fits your needs…
AZIndivisible1,RT @NNPrezNez: 77 Navajo Nation communities identified as having uncontrolled spread of COVID-19 by Navajo Department of Health https://t.c…
AustraliaKatie,"@nytimes Agree agree agree. Public health messaging must be clear, succinct and simple. Stay home. Wear a mask. Loc… https://t.co/GPckRR6lsp"
fuckingwetrat,"i, ellina ********, have a dream: stable mental health."
zenziana,"@JustinTrudeau And how do you respond to this then?

https://t.co/EWjWK5NYSf"
mansoortshams,RT @Cleavon_MD: 🧵This thread is about the lack of emotional and financial support for frontline healthcare workers and how to help us by pa…
TMirzoev,"RT @H_S_Global: Help us #ReimagineHealthSystems! Identify changes that will impact #HealthSystems, now &amp; in the future

❔ What social, econ…"
d_Nufc123,@stacelouise7 I am! 😂 The rest is hard too.. can see how peoples mental health suffers when stuck st home
laura_corbeth,RT @KamilKaramali: #BREAKING: Prime Minister Trudeau says Canada will receive its first shipment of the Pfizer-BioNTech vaccine as early as…
KeithRowley,RT @MadinaAgenor: Heard the Surgeon General say that what happens next in the pandemic depends on our individual behavior. But we know from…
