user,Text
ThriverJedi,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
djabronx,RT @HuffPost: New Jersey Gov. Phil Murphy called Rep. Matt Gaetz (R-Fla.) a “fool” for participating in the New York Young Republican Club’…
Webjournaux,@DidierMaisto @carolinemecary #WebJournal - Crédit social en #France-#Chine dans un avenir possible ?  😎 https://t.co/HFaVLwn8YF
OEA_Inclusion,"En esta entrevista para @EstrellaOnline, Sria. #SARE @FarahUrrutia mapea los principales retos de desigualdad en el… https://t.co/E48zGl98p1"
nerdyflow,"RT @daneyoukers: The dogs in my recent piece are not social distancing!  
#dogs #ArtistOnTwitter #alldogsmatter #digitalart #dogart https:/…"
Deylismarperez,RT @Zulay05410673: @MSVEnLinea @CarnetDLaPatria @NicolasMaduro @PresidencialVE @ViceVenezuela @drodriven2 @jaarreaza @JeanMGProject @SomosV…
KYRA_RM,@EddyRiosss Es para aumentar las menciones del top social bb
Talal_zeidan,RT @Tina_Boutros: Very excited for tomorrow's #PeaceCon2020 panel on the role of new media in building Social Cohesion in the Middle East.…
bssa78,"RT @simplyjen1: @KamalaHarris @JoeBiden Everyone IS wearing masks, social distancing, shutting their businesses, stopped being schooled, st…"
Social_Sammy,Oumers 6pcs Bike Bicycle Clean Brush Kit/Cleaning Tools for Bike Chain/Crank/Tire/Sprocket Cycling Corner Stain Dir… https://t.co/sfRq2ynOrm
PinkVz,RT @minimoniarmy: ขนาดแกรมมี่รางวัลเพลงที่ใหญ่สุดในโลกก็ใช้คะแนนกรรมการ บิลบอร์ดรางวัลใหญ่ที่ไม่มีคะแนนโหวต คะแนนกรรมการก็ยังมีคะแนนsocial…
sourcandyYC,@mlkayrants Hi!! Thank You so much!! I'm only selling through my social media but i'll open an etsy store in january
uminekokag,"RT @n8630XHcxC147Tn: 何だよこの報道の仕方

プンプン臭うじゃねーか🤧

交通トラブルが原因で胸ぐらをつかんだとして、神奈川県警多摩署は6日、暴行の疑いで、川崎市多摩区東三田3丁目、会社員の男（54）を逮捕した。
 https://t.co/IOvSm3iG…"
trulyjaxks,RT @Deji_ex: Social media got 22 year olds thinking they already failed in life 🥺🤦🏻‍♂️... your life just starting Fr
patrickmineault,"Tip 7: Be social. If you have friends you know are at the same conference, text them! Ask them what their favorite… https://t.co/U3zAje7UQo"
Caro_Cuervo_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
1berto_almeida,"Agora, a incidência e mortalidade por AIDS (que é diferente de infecção por HIV) não está relacionada com a homosse… https://t.co/ODS72RVh89"
gregturn,"@szilard_nemeth @springops Spring Social was end-of-life’d in 2018 and all support ended in mid-2019.

The related… https://t.co/FO7OUxgpEO"
nchirino1981,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
KatiaOyarzo,"RT @BitiiezLuv: [INFO]📰

Oficialmente BigHit ha cancelado la venta de entradas para el concierto presencial de fin de año '2021 New Year's…"
SEITANICPANlC,i need finals to end so i can rot my brain on social media again
MohamadYousseff,"RT @carapanarana: - não pode fazer isolamento social adequado 
- não tem rastreamento de contatos
- não pode usar máscara 
- e, agora não p…"
AlbaSan61653738,"RT @BLACKPINKMXCO: .@BLACKPINK es el único girlgroup entre los artistas más tuiteados en México durante el 2020 🥳🇲🇽

#2 Artistas Internacio…"
matiasserranom,"RT @Roberto_Dubon: Buenos días TROLES honrados y trabajadores.

Recuerden que les deben pagar la AFP, Seguro Social, Aguinaldo y seguro de…"
LuuRojo01,"Amigo, no se pueden quejar del finde largo que se está viviendo en mar del plata (noticiero) después de todo lo que… https://t.co/Wp4JEWvtyM"
1berto_almeida,"O estudo mosaico da USP, que busca testar uma possível vacina contra o HIV, está sendo alvo de muita desinformação… https://t.co/asjYiC9Wr1"
aretaca13,"RT @LaIntersindical: ""S’estan impulsant arreu de Catalunya les 'taules per a la reconstrucció social i econòmica' per acordar mesures per r…"
gular_abbasli,"RT @RuslanAsad: The war crime videos  

- Must be investigated.
- Perpetrators must be punished.
- Pundits &amp; social media users should cond…"
aishlingmara,RT @HDGregg: @realDonaldTrump Trump Launches 'Despicable' Last-Minute Attack on Social Security With Rule Aiming to Restrict Disability Ben…
Vj_dessy,"RT @_igwilo: Make sure you’re happy in real life, don’t just look happy on social media."
stickmanpj,"RT @DrewMcWeeny: If your reaction to anyone's opinion of a film, whether it's shown early or it's been out for years, is to call them a lia…"
mr_wright_54321,"@piersmorgan @champneys I'd like to nominate my mother, she has provided 20+ years to the NHS, raised 4 children an… https://t.co/34J10cc4QC"
DadiDeLeon,"RT @ExUnterklasse: @noamchomskyT A true Grandmaster and true teacher of democracy, social sciences, linguistics and an eye-opener since gen…"
Coolie_Gyal_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
H_Gkriniara,RT @AmnestyEU: The womens' rights activists were wearing masks and observed physical distancing so it is unclear why they faced criminal ch…
costicina97,"@FridericusII Ehhh chi lo sa, magari si dà troppo peso a 'sto maledetto social. Ogni like, ogni commento, ogni retw… https://t.co/ATtxCZolhC"
heyyynateee,"Damn I talked about Prince twice and now my insta has a bunch of Prince videos in it. Definitely not upset, but lik… https://t.co/vNjXQEDOkM"
keionthecreator,"RT @Medium: It's about rethinking ""the benefit of the doubt,"" writes @nireyal: https://t.co/lcZnJtSLNT"
heartkjongin,"RT @slythuchiha: clube social          🤝        bis
           comer tudo de uma só vez"
Acstark3,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
jooniesskyy,RT @taesdivinity: THIS IS THE WOMAN THAT MANAGES THE SOCIAL MEDIA ACC FOR BILLBOARD HELLO ?? BECKY KAMINSKY OPEN UP UR DOORS https://t.co/a…
JoeKatsande,RT @NewsHawksLive: Celebrated American philosopher and public intellectual Noam Chomsky (92 today) says the key element of social control b…
Jocacajju,"RT @delucca: O país afundado na maior crise de saúde pública (e em breve econômica e social), beirando os 180 mil mortos por coronavírus, e…"
Basquerading,RT @SenatorDurbin: Trump judicial nominee Stephen Schwartz is yet another extreme &amp; underqualified ideologue the Senate is considering this…
isa_bethpemu,RT @ru_rios: O que me leva a crear o que creo é o orgullo que teño como galego! É un pracer anunciarvos o acordo o que chegamos con Orgullo…
alexis_marriie,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
wags_bill,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
gaib_03,RT @CuitlahuacGJ: Con bienestar social estamos transformando la vida de los veracruzanos. https://t.co/3mNTTRSBPE
grimmrad,"@iSmashFizzle Thank god the Social Sec number is not provided by a government entity!

Oh, wait...!"
HarounMalik1,"RT @Jackson_Carlaw: Today on @SmallBizSatUK sadly our small businesses remain closed.

However many are doing delivery, online click and co…"
teebeeYT,@64iOS @NintendoAmerica What is the social media manager going to be able to do about this
minutethinking,RT @brittlestar: HOW TO SPEND LESS TIME FIGHTING IDIOTS ON SOCIAL MEDIA https://t.co/HSEUa3mXiH
Rhhmfth,"RT @Kpop_Herald: .@BigHitEnt has canceled offline tickets for the label's year-end concert ""2021 NEW YEAR’S EVE LIVE"" due to strengthened s…"
Sam_and_the_dog,@Marcat814 @47Junia You're in Tennessee. Social safety net programs are more encompassing in Blue States. I always… https://t.co/MmdRlsx05o
_rangel_02,@fidelizin_02 off de rede social kkkkkkkk
sittinonmyfeels,RT @nonrosephobic: the social distancing with men 😭 https://t.co/sge9nSKdrp
purplexscorpio,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
kicker_1061,@TonyisFuego @OutofStock Even though social media is kinda dumb and mostly bad imo that’s still kinda sad to me lol
modsquad,"Feeling overwhelmed on how to plan your content? We got you. Here are 1️⃣1️⃣ social media calendars, tools, &amp; templ… https://t.co/1ysxvy85WD"
tribunmedan,"Akhirnya China Luncurkan Matahari Tiruan yang Panasnya 10 Kali Lebih Panas dari Matahari Asli
 
Download aplikasi T… https://t.co/YR4JJjZwpx"
lizakristin14,A tentativa de ser blogueirinha na rede social que eu só sigo mulher hahaha https://t.co/SpCKqqU8N6
nekoyama_wataru,RT @jishin_dema: 未集計票はその日の作業が終了したとして箱に入れ一旦しまわれ（この時はメディアや立会人がいる）、その後やはり続行することになったため再び取り出された。その後立会人らも戻って集計を最後まで監視している。共和党員の選挙担当者らも証言 https://…
Hermanne,"@punkrajneesh @futebol_info Vc, com base apenas numa notícia com título sensacionalista, teve suas emoções aguçadas… https://t.co/NaLYp4LWG1"
justremoteco,🌎 Director – Paid Social Performance Marketing position open at Metabolic Living https://t.co/5bs21MyhZ3 #remotework #remotejobs
bastien_castell,"RT @J_Denormandie: Je suis convaincu que l’agriculture urbaine fait dialoguer monde rural et monde urbain, qu’il est impératif de réconcili…"
DJ_Alterego,@SOULbeautifulme Typical stupid Laker fans who embarass me because I'm a Laker fan..... At the same time this is so… https://t.co/Efvzzu2jbl
2HypeMike,"RT @JumpmanJordan: the cashapp beggin is so extreme to me, esp on birthdays. its a real corny ass aspect to social media pan handling."
Tekkwryter,"@TeaPainUSA If  Trump or the Republicans could fuck with Social Security and Medicare without Congress, they would… https://t.co/sfgxNIMUEd"
SusanBl77468339,RT @Michael54151899: Is it just me or does the elderly lady that has been circulating on social media look remarkably like the old lady tha…
vanessasoaresc4,"Os caras demomizam o governo q mais fez pelos pobres e a classe média
O q mais priorizou reduzir a desigualdade soc… https://t.co/v3x0Vcem5A"
strawman1986,"@MikeFrancesa Watch your mouth Mike, this is a family social platform"
SueReal5,Female boxer 'arrested on suspicion of beating 61-year-old husband to death' https://t.co/gV8614goPP via @Yahoo
MikelaB,RT @VanRielKarine: I love seeing people partying all over social media. Shoutout to you guys for being the reason why I can’t see my family…
RuthlessRandy99,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
LakerGMC,"@social_assasin9 Further suggesting that he was the driver of the winning culture, not the beneficiary."
__jaduhhhh,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
mafuyu_667,RT @caratmom_1004: This Social Metric is impressive. This result will reflect on next week's criteria.  But you can tell the impact of ment…
ggirlfront,viciada em finalizar toda prova com uma puta critica social foda.
ETTAG1ST,@LouDobbs Ruby Freeman posted on her social media videos and posts snagged throughout internet to be found. She has… https://t.co/PDnSdnz6V3
sofhiaclcosta,"RT @thaycgs: sou anti social porém tagarela 
nunca sou eu que começo a conversa mas se a pessoa me da liberdade eu nunca mais vou parar de…"
franche94432023,"RT @AsiaVillegasP: Comienza un gran compromiso, como instrumentos para volver la Asamblea Nacional a sus principios: Legislar para concreta…"
habibaKH,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
moving4wardpod,"RT @Riopublican: @Jayseki Classic liberalism is the proper right wing. In colloquial English, people use the word liberal incorrectly to re…"
IdentifyingActs,"When we coproduce social and environmental realities, life changes."
leomourax13,"RT @anavilarinol: Penso em tudo que Lula e demais companheiros passaram e enfrentaram pra fundar/organizar o PT, depois chegar ao governo e…"
PePaisley,"🤫 The Social Factor 🤫

S3 exploring how team dynamics can impact their performance through football tennis. ⚽️ https://t.co/Mt3ZOzcuvl"
TelizamTeliza,@RobertoLaurenc6 @CubaForAll Y ud sabe cómo quieren que vuelva un Videla en Argentina o un Stroessner a Paraguay? E… https://t.co/eDVCKbx9zS
phyllisstilwel1,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
lpalomino__,"RT @delucca: O país afundado na maior crise de saúde pública (e em breve econômica e social), beirando os 180 mil mortos por coronavírus, e…"
AntonioGtezAria,RT @MXvsCORRUPCION: #Entérate: Visitamos los 20 municipios más pobres de Chiapas y encontramos que 45% de las niñas y niños que eran benefi…
takigaha,"RT @Indepaz: Julio Velásquez
07/12/2020
Tauramena, Casanare

Líder social presidente de la JAC del Paso Cusiana en Tauramena, Casanare.

Co…"
ellymelly,RT @ThomasSowell: it is far easier to concentrate power than to concentrate knowledge. That is why so much social engineering backfires and…
xioncores,odio esta puta red social me ponen de mala hostia dejad de opinar sobre cuerpos q no son vuestros
naomi_amba,RT @unknown_serena: “How do you know them” bro we go to the same social media
gemmafiles,RT @DailyDeadNews: Q&amp;A: Director/Co-Writer Terrie Samundra Discusses Exploring Social Issues in Her New Horror Film KAALI KHUHI - by @Derek…
bateird,@rideordei social distancing depuis ta tendre enfance
madcatgrin,@iam_danalena 2/5 The very fact that people feel a need to come online and declare their acts of charity says one o… https://t.co/fpuBagYDIm
JosGuzmnsantos1,"@LOVREGA Si el covid les esa oportunidad q bueno, hay q esperar unos meses para darnos cuenta, d cuál va a ser la s… https://t.co/YuyQZferrJ"
BabyBlueBirdyy,"For ( int i = me ;  i &lt; package problems ; package problems ++ ;) 
{  
emotionally stressed ++; 
Social Anxiety ++;… https://t.co/RVyeYKhBjP"
keisukelfou,RT @orghT_T: carlos et moi 👍🏼 social distancing facetime https://t.co/EyFlnD97Ja
grafik4dollares,RT @oja_kodar: te pasas los primeros años de tu vida social intentando hacerte amigo de aquella gente que trata la suya como un club select…
RicoGennero,@Rockets_Social Its fine i take it back I didn’t like the disrespectful nature of stfu when i said nothing like it… https://t.co/Ku8hXWrWVj
DPVAToficial,"@nacruthh Que susto, @nacruthh! Ainda bem que ficou só no quase. Saiba que o Seguro DPVAT ampara vítimas de acident… https://t.co/W6eaCt2XYe"
jen84822,RT @SB19Official: 💥Namamayagpag pa rin! #SB19's 'Tilaluha' debuts at #1 on Billboard LyricFind Global and 'Hanggang Sa Huli' peaks at #3 on…
bunga_lama,"RT @AdDien90: 7 Tips Social Media Marketing For Small Business.

Ramai mula berniaga tak kira student yang cari duit poket, side income unt…"
g_hvtch,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
lhycua24,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
mapmakerdavid,"Understanding people and place

Before:
anthropologists and geographers sent by universities

Now:
social apps and… https://t.co/lrU7mCwdAf"
UltraSuperNova2,RT @TheYearIs20BC: The Nintendo social media manager dropping a tweet https://t.co/aM17CzaSMp
FranciscaRitaL3,RT @g1ceara: VÍDEO: motociclista com sinais de embriaguez é preso ao invadir contramão da BR-020 https://t.co/IswU9tmXuR #G1CE https://t.co…
WoodworkerHappy,The Grand opening of 'The Happy WoodWorker'   .... a few Toy boxes in progress. Now I just have to master this soci… https://t.co/mdEx0Swxu1
buryabil,"RT @grandmaeilish: if you can - donate to black cash apps, venmos, and paypal’s when they’re in need. a lot of black families are being evi…"
Mau13pol,RT @CNN: An Alabama sheriff's office is receiving backlash for posting on social media a photo of a Christmas tree decorated with mugshots…
DeplorableJan,"RT @drdavidsamadi: People: “We’re having a light flu season because people are wearing masks and social distancing.”

Me: “Then why are the…"
hometownneon,"@YayaVieja61 @EstherPedroche @Salamin1970 @Estacadebares por supuesto, pero sigue siendo un constructo social."
CrazyOldGaloot,RT @SSWorks: The Trump Administration is waging a stealth war on people with disabilities from inside the Social Security Administration: h…
FaddaGraigue,"@LeoVaradkar As a parent of a disabled person, your indnigat response to your offence at a sexual comment has no re… https://t.co/DGTetc3WJc"
SunnyBlondie,RT @Karaoke_God: Experts expect Biden team to push for second round of coronavirus stimulus checks https://t.co/Ivx9UrHKBW via @Yahoo
uhhhlyssaxo,"I saw this post that you see who added you back on snap after you deleted them, I looked at my list. I honest to Go… https://t.co/IQc8OPfO3J"
livianissad,pensando numa despedida pra minha vida social bem ondastica
EARONP,"RT @anavilarinol: Penso em tudo que Lula e demais companheiros passaram e enfrentaram pra fundar/organizar o PT, depois chegar ao governo e…"
ZosoTheRover,"@dontdoitdrew @YoSohabYee @UROCKlive1 No, I am saying that most Western European and 2 out of 3 NorthAmerican count… https://t.co/T3WBFLmYhE"
brysimpact,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
Buz_vii,"RT @_Thembalihle_: Hey Tweepers❤️ Join Peegle Live

It's a Social Media where you can do live voice chat if you are shy to do live video ch…"
bfitzinAR,RT @morethanmySLE: It saddens me that health care is not covered in the media enough. Most people don't know that ACA is in jeopardy or bar…
briizcoez,what happened to little zuccy boy in social network?
Viviana53992840,"RT @cubadebatecu: ""No tenemos que sentir ninguna vergüenza por hablar de la tiendas en MLC. Es una decisión de justicia social. De ahí obte…"
Estacadebares,"RT @AlicciaDs: Sin embargo, considera que su erradicación es imposible. El mismo planteamiento que formulan los liberales asumiendo el anta…"
heleoreilly,RT @thebias_news: NEW: Indonesia’s anti-corruption commission has formally detained the country’s social affairs minister after he surrende…
CesarDazPretel1,"RT @jesiquina: No sé porque ahora me dan risa los periodistas que se preocupan por la ""distancia social"" y el ""uso correcto de la mascarill…"
igorsouza_7,@erickluucas Tnc doido tá todo sentimental aí na rede social
enochmm,"RT @AndreuEscriva: Los gramos de CO2 son incapaces de explicar la realidad social, económica y política. Ojo con comprar relatos envueltos…"
times_melbourne,"Lib MPs not doing the work, according to @rwillingham 

Absolutely. Look at any social media platforms of Lib MPs a… https://t.co/nsnjsZ3icI"
CuisineCandy,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
cobbiebrent,"RT @Ghog_: Learning tips for photographic storytelling like social studies.

Adwuma yi so!"
irma5913,"Former Alabama senator dies of Covid, in his last words warns, 'We messed up' https://t.co/vh2eKb4NoF via @Yahoo"
pjoimatw,"RT @carapanarana: - não pode fazer isolamento social adequado 
- não tem rastreamento de contatos
- não pode usar máscara 
- e, agora não p…"
EricJulihn,"RT @stevenhighmtl: Very much looking forward to Friday's deindustrialization roundtable which considers the keyword of ""brownfield"" and its…"
PGulushov,"RT @RuslanAsad: The war crime videos  

- Must be investigated.
- Perpetrators must be punished.
- Pundits &amp; social media users should cond…"
dromodavid,"RT @IngAffum: Dumelo ein wife didn’t do much for his campaign, sister was on Instagram 24/7.  3kaa social media anka Dumelo y3 Oman penyin"
cristobal2011ok,"RT @infobae: El Gobierno le recortó fondos a los ministerios de Salud, Desarrollo Social y Hábitat para atender el déficit de las empresas…"
PabloCGarabal,Empleo Público en Galicia: CONCELLO DE LALIN. Trabajador Social. https://t.co/OiJgerIbIV
JSnowCo,"I’m doing a series on my ig called Women for Women! 💪🏼

In this series I proudly purchase from Women owned business… https://t.co/DGAgnogBIH"
RussStanWilson,"RT @GeeScottSr: The man has been the QB since 2012: 
- playoffs every year but 1
- Winning season every year 
- Super Bowl Champion 
- Back…"
delie67,RT @emmakennytv: I keep seeing mental health professionals asking for evidence that the mental health in the U.K. has declined. I can’t com…
GmUlster,RT @SteveDonnelly95: Sinn Féin members when Mary Lou sends reinforcements to their house to ensure social media discipline. https://t.co/KI…
NUTGATHERIN,"@HiraethResists Oh good! That explains it. I knew it couldn’t have anything to do with no mask wearing, no social d… https://t.co/aoYtfcQuuq"
dezhorasdez,"RT @pauloeneas: Oficiais do Exército Brasileiro fazem curso na ditadura genocida chinesa, cujo agente político no Brasil protegido por cred…"
pvhc47,"@tvfan6990 @itvcorrie I read an article last week saying that social distancing measures were ""relaxed"" for the pri… https://t.co/1F6vwsXNRR"
Korede57430975,@realpappytee Not bad but boring the social life for this side dull
janinecoderre,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
thehodora,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
shafoofoofoo,i ended up working in retail then i landed in a job at my university working as the social media assistant &amp; then a… https://t.co/Bb6eIH7Aq8
1joshturner,RT @chrisieray: People really unfollow each other on social media (or tell people to unfollow them for disagreeing) like it’s some sort of…
dbjdpb,"Former Alabama senator dies of Covid, in his last words warns, 'We messed up' https://t.co/j4VsVig24m via @Yahoo"
CavistonDeclan,"@chomsky_chrome @jackallisonLOL @IVIundo @henhousesinger Sure, but those minority groups generally vote in their se… https://t.co/cl2ve9XZ5t"
Seregthol,RT @ellle_em: Starting to believe my purpose in life is to scream CATS ARE ACTUALLY SOCIAL ANIMALS into the void until someone actually lis…
Etzo11,RT @literlandweb1: Nos ha llamado la atención esta carta publicada en un diario y escrita por un joven de 27 años. El valor de los abrazos…
_WhitWoo_,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
AugustusBeau,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
brodyjab,"""Simington has been wrong on issue after issue after issue."" @RonWyden 

Thank you for calling out that Trump's FCC… https://t.co/K0lOOkxAnu"
saladadepeiote,RT @eduardo_esteve3: na mesma entrevista em que se assume social democrata vocês vêm meter a foice e o martelo kkkk isto tudo é só estética…
YesItsM97576245,@MeidasTouch Not if ur intention was to kill those on Social Security and poor people. You know minorities and they… https://t.co/FF6ac36WQj
agenTom,RT @Stillberto: Özil’s social media posts have become a bit like the statements Usmanov used to release whenever Arsenal were in bad form.
PopeyeReturns,RT @lmandaeggs: El sectarismo de este gobierno social comunista está hundiendo el prestigio de todas y cada una de nuestras instituciones…
1DStarkGrey,Esse filme é uma critica gigantesca a desigualdade social https://t.co/C8BGoivyv1
clarkstonbuoy,@Highland__paddy No social distancing
GenRokubungi,"💫🚀🆕「はやぶさ 2」回収カプセル
                  まもなく日本 に到着❗

（テレビ朝日）
auヘッドライン
auサービスTOP
https://t.co/9NuC1dg75Q #auサービスTOP"
JorgeMurilo,RT @CarlosBolsonaro: Há clara linha de ação de fulan(x)s nas futuras eleições: incentivo ao “não voto”.  Soma-se com narrativa da mídia e n…
werepoison,RT @oficialharielmc: Respeitem seus pais e suas mães que tão trabalhando aí pra paga a bosta da internet que vcs só usa pra fala merda e pa…
stpaul99,RT @Ubetcoin: 💫 The Ubets Coin Airdrop Campaign round 1 is live! #Participate and earn up to 1UBETS Coin equals to 10 BNB for doing #Social…
Karaoke_God,Trump administration passed Pfizer's offer to sell more vaccine doses -NYT https://t.co/WBu58u6vnN via @Yahoo
dessij18,RT @_tweetsbysal: FRIENDS THAT UNDERSTAND YOUR ANTi-SOCIAL PHASE AND DONT TAKE THEM PERSONALLY &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;
badguynek,"Here's my Pillowfort and MEGA archive, in case my Twitter gets nuked out of the blue:

https://t.co/nZBDOwnoBy

https://t.co/OzET0R1sN3"
SiWOism,"RT @MichaelYeadon3: https://t.co/WyMTQJgekY

This priority list is as follows:
1residents in a care home for older adults &amp; carers
2all tho…"
sonneyjo,"RT @donwinslow: What a disaster of a person.

Arizona legislature shuts down after Rudy Giuliani's COVID-19 hospitalization https://t.co/Lk…"
JoanieMcguire2,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
sociihub_cine,John Mayer Flirts With Ex Girlfriend On Social Media! https://t.co/5lyJ1bu880
Newswriter22,"RT @MeganatLFPress: Melanie from Argyle neighbourhood:
""When people see me, they sometimes fear me, my child &amp; my family for no other reaso…"
nosoygiannina,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
kettledoesstuff,"@anoreo_ I would have so much less of a social life than i have now without this community, so glad i found it"
DMG_Social,RT @charlieINTEL: BREAKING: Black Ops Cold War Season One Intro Cinematic Trailer is here! https://t.co/8tzQ2a6rRX
The_Sparrowhawk,"@BeingBla Eh, years of bein' anti-social makes me awkward with talkin' to people I don't ACTUALLY know.

otherwise… https://t.co/WokDqe9NgA"
mariamyasser__,@_gh0stxgirl There is a guy simping in ur dms on literally every social media app and he has a girlfriend . Expose him lmao 💀💀
onlytruejackass,"RT @allareblessed: If you're still social distancing, washing your hands, limiting contact with people, and wearing a mask, please retweet…"
Candelaria20211,"RT @MSVEnLinea: 🔴#MSVEnLinea || Protección social || Escaneo del @CarnetDLaPatria: 

➡️Mención @MSVEnLinea
➡️Nombre.
➡️Cédula o QR
➡️De don…"
dominguez_nico7,"RT @CANOBoficial: Newell’s recibió la mención por la Fundación de Ciencias Médicas de Rosario

Se debe en agradecimiento a las distintas ac…"
electroboyusa,"RT @ResisterSis20: Excerpt from “Social Life in Virginia Before the War” The Old South, 1900 by Thomas Nelson Page.

The highlighted sectio…"
YangGangOrlando,"RT @HumanityFL: Hi everyone! If you missed the meeting last week here are the notes from it. Quick recap &amp; Week's Actions: #HFFL
Meetings a…"
olhamaiara,tô num grupo de economia na rede social ao lado só pra me fazer ir todo dia vender meu cu pro capitalismo e com iss… https://t.co/aGRtOFCdfC
calibullbear,RT @dwtruthwarrior: The far bigger issue of wearing these masks is that it stops social dialog &amp; basic human nature. You can’t see a smile.…
negumuz,@pedritopereirac Gracias a Dios tuvimos un alcalde con sentido social y humano @pedritopereirac  te esperamos para… https://t.co/yan7F9W8qx
DontDregMeBro,"RT @DontDregMeBro: Proposed Charter Bans Football Fans From ‘Discriminatory’ Chanting, Social Media Comments https://t.co/MBIMFFblyg
 
Prot…"
DHFabian1,"@peoplefor He must be a Democrat. Dems already took the first steps to ""reform""-away Social Security, targeting the… https://t.co/uWT1hm3Hxm"
89nuncamais,RT @leonardovinc: A PEC 32 (‘deforma’ Administrativa) simboliza a destruição do estado social concebido em 1988. Devemos lutar pela melhori…
meuvmin,"se eu estivesse falando se stream ok né, mas o assunto aqui é o top social vc não pode fzr 1 tweet marcando as meni… https://t.co/vdQJUQ2JvG"
CovaMonasterio,El número de inmigrantes en Calbonia crece al mismo tiempo que el número de desempleados. Si se sigue a este ritmo… https://t.co/oiq2LuVSe4
josem_XXIII,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
KeuryReiss,"RT @thaycgs: sou anti social porém tagarela 
nunca sou eu que começo a conversa mas se a pessoa me da liberdade eu nunca mais vou parar de…"
copyover2001,"@bennyjohnson @tedcruz Sorry. I don't  watch fox news anymore, even when it pops up in a social media posting. Scre… https://t.co/f8NGWtqAIL"
sisley1204,RT @earringdealer: I’m officially at the point where I could be watching a old ass music video from like 2013 and think to myself “why tf t…
LR_Cadyz,"RT @drdavidsamadi: People: “We’re having a light flu season because people are wearing masks and social distancing.”

Me: “Then why are the…"
PWETTYPRIINCESS,RT @Made4752: If u tellin yo business on social media i would never trust u
Matt27070441,RT @RealCandaceO: I am allowed to fly directly next to perfect strangers on a packed plane with no social-distancing between strangers &amp; du…
VivLen5,"RT @luispetri: Increíble, en plena pandemia y DISPO deciden recortarle casi $3 mil millones a Salud. #GobiernoDeCientificos irresponsables.…"
Rous90004185,"RT @AsiaVillegasP: Comienza un gran compromiso, como instrumentos para volver la Asamblea Nacional a sus principios: Legislar para concreta…"
